1.in,298152,610624,296,496,39
1.in,0,0,0,0,78
1.in,0,0,0,27,117
10.in,0,0,0,0,156
10.in,0,0,0,0,195
10.in,0,0,0,0,234
100.in,0,0,0,0,273
100.in,0,0,0,0,312
100.in,0,0,0,0,351
101.in,0,0,0,0,390
101.in,0,0,0,0,429
101.in,0,0,0,1,468
102.in,0,0,0,0,507
102.in,0,0,0,0,546
102.in,0,0,0,0,585
103.in,0,0,0,0,624
103.in,0,0,0,0,663
103.in,0,0,0,0,702
104.in,0,0,0,0,741
104.in,0,0,0,0,780
104.in,0,0,0,0,819
105.in,0,0,0,0,858
105.in,0,0,0,0,897
105.in,0,0,0,0,936
106.in,0,0,0,0,975
106.in,0,0,0,0,1014
106.in,0,0,0,0,1053
107.in,0,0,0,0,1092
107.in,0,0,0,0,1131
107.in,0,0,0,0,1170
108.in,0,0,0,0,1209
108.in,0,0,0,0,1248
108.in,0,0,0,0,1287
109.in,0,0,0,0,1326
109.in,0,0,0,0,1365
109.in,0,0,0,0,1404
11.in,0,0,0,0,1443
11.in,0,0,0,0,1482
11.in,0,0,0,0,1521
110.in,0,0,0,0,1560
110.in,0,0,0,0,1599
110.in,0,0,0,0,1638
111.in,0,0,0,0,1677
111.in,0,0,0,0,1716
111.in,0,0,0,0,1755
112.in,0,0,0,0,1794
112.in,0,0,0,0,1833
112.in,0,0,0,0,1872
113.in,0,0,0,0,1911
113.in,0,0,0,0,1950
113.in,0,0,0,0,1989
114.in,0,0,0,0,2028
114.in,0,0,0,0,2067
114.in,0,0,0,0,2106
115.in,0,0,0,0,2145
115.in,0,0,0,0,2184
115.in,0,0,0,0,2223
116.in,0,0,0,0,2262
116.in,0,0,0,0,2301
116.in,0,0,0,0,2340
117.in,0,0,0,0,2379
117.in,0,0,0,0,2418
117.in,0,0,0,0,2457
118.in,0,0,0,0,2496
118.in,0,0,0,1,2535
118.in,0,0,0,0,2574
119.in,0,0,0,0,2613
119.in,0,0,0,0,2652
119.in,0,0,0,0,2691
12.in,0,0,0,0,2730
12.in,0,0,0,0,2769
12.in,0,0,0,0,2808
120.in,0,0,0,0,2847
120.in,0,0,0,0,2886
120.in,0,0,0,0,2925
121.in,0,0,0,0,2964
121.in,0,0,0,0,3003
121.in,0,0,0,0,3042
122.in,0,0,0,0,3081
122.in,0,0,0,0,3120
122.in,0,0,0,0,3159
123.in,0,0,0,0,3198
123.in,0,0,0,0,3237
123.in,0,0,0,0,3276
124.in,0,0,0,0,3315
124.in,0,0,0,0,3354
124.in,0,0,0,0,3393
125.in,0,0,0,0,3432
125.in,0,0,0,0,3471
125.in,0,0,0,0,3510
126.in,0,0,0,0,3549
126.in,0,0,0,0,3588
126.in,0,0,0,0,3627
127.in,0,0,0,0,3666
127.in,0,0,0,0,3705
127.in,0,0,0,0,3744
128.in,0,0,0,0,3783
128.in,0,0,0,0,3822
128.in,0,0,0,0,3861
129.in,0,0,0,0,3900
129.in,0,0,0,0,3939
129.in,0,0,0,0,3978
13.in,0,0,0,0,4017
13.in,0,0,0,0,4056
13.in,0,0,0,0,4095
130.in,0,0,0,0,4134
130.in,0,0,0,0,4173
130.in,0,0,0,0,4212
131.in,0,0,0,0,4251
131.in,0,0,0,0,4290
131.in,0,0,0,0,4329
132.in,0,0,0,0,4368
132.in,0,0,0,0,4407
132.in,0,0,0,0,4446
133.in,0,0,0,0,4485
133.in,0,0,0,0,4524
133.in,0,0,0,0,4563
134.in,0,0,0,0,4602
134.in,0,0,0,0,4641
134.in,0,0,0,0,4680
135.in,0,0,0,1,4719
135.in,0,0,0,0,4758
135.in,0,0,0,0,4797
136.in,0,0,0,0,4836
136.in,0,0,0,0,4875
136.in,0,0,0,0,4914
137.in,0,0,0,1,4953
137.in,0,0,0,0,4992
137.in,0,0,0,0,5031
138.in,0,0,0,0,5070
138.in,0,0,0,0,5109
138.in,0,0,0,0,5148
139.in,0,0,0,0,5187
139.in,0,0,0,0,5226
139.in,0,0,0,0,5265
14.in,0,0,0,0,5304
14.in,0,0,0,0,5343
14.in,0,0,0,0,5382
140.in,0,0,0,0,5421
140.in,0,0,0,0,5460
140.in,0,0,0,0,5499
141.in,0,0,0,0,5538
141.in,0,0,0,0,5577
141.in,0,0,0,0,5616
142.in,0,0,0,0,5655
142.in,0,0,0,0,5694
142.in,0,0,0,0,5733
143.in,0,0,0,0,5772
143.in,0,0,0,0,5811
143.in,0,0,0,0,5850
144.in,0,0,0,0,5889
144.in,0,0,0,0,5928
144.in,0,0,0,0,5967
145.in,0,0,0,0,6006
145.in,0,0,0,0,6045
145.in,0,0,0,0,6084
146.in,0,0,0,0,6123
146.in,0,0,0,0,6162
146.in,0,0,0,0,6201
147.in,0,0,0,0,6240
147.in,0,0,0,0,6279
147.in,0,0,0,0,6318
148.in,0,0,0,0,6357
148.in,0,0,0,0,6396
148.in,0,0,0,0,6435
149.in,0,0,0,0,6474
149.in,0,0,0,0,6513
149.in,0,0,0,0,6552
15.in,0,0,0,0,6591
15.in,0,0,0,0,6630
15.in,0,0,0,0,6669
150.in,0,0,0,0,6708
150.in,0,0,0,0,6747
150.in,0,0,0,0,6786
16.in,0,0,0,1,6825
16.in,0,0,0,0,6864
16.in,0,0,0,1,6903
17.in,0,0,0,0,6942
17.in,0,0,0,0,6981
17.in,0,0,0,0,7020
18.in,0,0,0,0,7059
18.in,0,0,0,0,7098
18.in,0,0,0,0,7137
19.in,0,0,0,0,7176
19.in,0,0,0,0,7215
19.in,0,0,0,0,7254
2.in,0,0,0,0,7293
2.in,0,0,0,0,7332
2.in,0,0,0,0,7371
20.in,0,0,0,0,7410
20.in,0,0,0,0,7449
20.in,0,0,0,0,7488
21.in,0,0,0,0,7527
21.in,0,0,0,0,7566
21.in,0,0,0,0,7605
22.in,0,0,0,0,7644
22.in,0,0,0,0,7683
22.in,0,0,0,0,7722
23.in,0,0,0,0,7761
23.in,0,0,0,0,7800
23.in,0,0,0,0,7839
24.in,0,0,0,0,7878
24.in,0,0,0,0,7917
24.in,0,0,0,0,7956
25.in,0,0,0,0,7995
25.in,0,0,0,0,8034
25.in,0,0,0,0,8073
26.in,0,0,0,0,8112
26.in,0,0,0,0,8151
26.in,0,0,0,0,8190
27.in,0,0,0,0,8229
27.in,0,0,0,0,8268
27.in,0,0,0,0,8307
28.in,0,0,0,0,8346
28.in,0,0,0,0,8385
28.in,0,0,0,0,8424
29.in,0,0,0,0,8463
29.in,0,0,0,0,8502
29.in,0,0,0,0,8541
3.in,0,0,0,0,8580
3.in,0,0,0,0,8619
3.in,0,0,0,0,8658
30.in,0,0,0,0,8697
30.in,0,0,0,0,8736
30.in,0,0,0,0,8775
31.in,0,0,0,0,8814
31.in,0,0,0,0,8853
31.in,0,0,0,0,8892
32.in,0,0,0,0,8931
32.in,0,0,0,0,8970
32.in,0,0,0,0,9009
33.in,0,0,0,0,9048
33.in,0,0,0,0,9087
33.in,0,0,0,0,9126
34.in,0,0,0,0,9165
34.in,0,0,0,0,9204
34.in,0,0,0,0,9243
35.in,0,0,0,0,9282
35.in,0,0,0,0,9321
35.in,0,0,0,0,9360
36.in,0,0,0,0,9399
36.in,0,0,0,0,9438
36.in,0,0,0,0,9477
37.in,0,0,0,0,9516
37.in,0,0,0,0,9555
37.in,0,0,0,0,9594
38.in,0,0,0,0,9633
38.in,0,0,0,0,9672
38.in,0,0,0,0,9711
39.in,0,0,0,0,9750
39.in,0,0,0,0,9789
39.in,0,0,0,0,9828
4.in,0,0,0,0,9867
4.in,0,0,0,0,9906
4.in,0,0,0,0,9945
40.in,0,0,0,0,9984
40.in,0,0,0,0,10023
40.in,0,0,0,0,10062
41.in,0,0,0,0,10101
41.in,0,0,0,0,10140
41.in,0,0,0,0,10179
42.in,0,0,0,0,10218
42.in,0,0,0,0,10257
42.in,0,0,0,0,10296
43.in,0,0,0,0,10335
43.in,0,0,0,0,10374
43.in,0,0,0,0,10413
44.in,0,0,0,0,10452
44.in,0,0,0,0,10491
44.in,0,0,0,0,10530
45.in,0,0,0,0,10569
45.in,0,0,0,0,10608
45.in,0,0,0,0,10647
46.in,0,0,0,0,10686
46.in,0,0,0,0,10725
46.in,0,0,0,0,10764
47.in,0,0,0,1,10803
47.in,0,0,0,0,10842
47.in,0,0,0,0,10881
